product-code,product-category,ProductName,price,brand,Description,ImageURL
SUN4998,Hydraulic Pumps,Sunex SUN4999,$313.42,Sunex,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features and Benefits</strong></p> <br/> <ul> <li>90 PSI air pressure develops 10,000 PSI hydraulic pressure</li> <li>Foot pump provides hands-free pumping and release of load</li> <li>Designed to be used with single acting cylinders only</li> <li>Features an internal overload valve and durable aluminum reservoir</li> <li>Release lock function enables pedal to be locked in the released position without having to depress and hold the pedal</li> <li>Hydraulic filter prevents contaminants from entering into the hose and ram and also from returning into the pump</li> <li>For use with single acting cylinders up to 50 ton capacity and reduces pumping time and effort by depressing a foot/hand pedal</li> </ul> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SUN4998-2T.jpg?v-cache=1570177117
INT806,Hydraulic Pumps,American Forge INT807,$315.77,American,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul> <li>Converts rams from manual to air/hydraulic operation</li> <li>Rugged yet lightweight aluminum reservoir</li> <li>Develops up to 10,000 PSI </li> <li>Will operate all AFF rams including large diameter               &amp; multiple ram configurations</li> <li>Quick displacement of up to 54oz hydraulic fluid</li> </ul> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/INT806-2T.jpg?v-cache=1570177117
TIG70129,Hydraulic Pumps,Tiger Tool TIG70130,$785.99,Tiger,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features &amp; Benefits:</strong></p> <ul> <li>A more cost effective solution that delivers the performance and quality you expect from BVA. The high strength reinforced alloy reservoir is lightweight and corrosion resistant which means longer service life and greater portability. Includes 6' hose and gauge.</li> <li>Pressure relief valve for overload protection; dust cover protection for the release control valve.</li> <li>Suggested air pressure range: 90-175 PSI/ 6/12 bar Maximum working pressure: 10,000 PSI/700 bar</li> <li>Designed to be used with single acting cylinders, 1.5 L oil capacity</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/TIG70129-2T.jpg?v-cache=1570177117
MAS35412,Gas Caddy,Master Appliance Product Code MAS35412,$9.04,Master,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p>General Purpose Glue Sticks - 12 Count</p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MAS35412-2T.jpg
MWC1210,Gas Caddy,Midwest Can Product Code MWC1210,$12.57,Midwest,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p><ul><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">1 Gallon plus 4 oz. for oil mixture</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">FMD Gas Can</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Quick-Flow Spout Gas Can, Plastic, 1 Gallon</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">FlameShield Safety System Plastic Gas Can 1 gal</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Red High Density Polyethylene Gas Can</span></li></ul><p><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""></span></span></p><p><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Midwest Can containers are designed to be environmentally friendly and to meet or exceed the California Air Resources Board (CARB) and EPA requirements for portable fuel containers. ?Our cans are made of durable HDPE and feature vapor barrier technology built into the container walls.</span></span></span><span style=""font-face:Times New Roman;font-size:medium;""> </span></p><p><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">All Midwest Can fuel containers include our exclusive FlameShield Safety System. ?This two-piece system provides consumers with a “double layer of protection” from accidental fires that can result when improperly handling and storing gasoline and other flammable liquids.</span></span></span></span></p><span style=""font-face:Times New Roman;font-size:medium;""></span></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MWC1210-2T.jpg
MWC7610,Gas Caddy,Midwest Can Product Code MWC7610,$21.44,Midwest,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul><li>5 Gallon</li><li>FMD Kerosene Can</li><li>5 Gal Kerosene Can 7610</li><li> Blue Portable High Density Polyethylene Kerosene Can</li><li>FlameShield Safety System Plastic Kerosene Can 5 gal.</li><p>5 Gallon FMD Kerosene Can.</p></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MWC7610-2T.jpg
MWC8610,Gas Caddy,Midwest Can Product Code MWC8610,$22.71,Midwest,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p> <ul><li>5 Gallon</li><li>FMD Diesel Can</li><li>Auto shut off can with flame mitigation device. </li><li>Made of durable HDPE (high-density polyethylene) with barrier materials to virtually eliminate hydrocarbon emissions. </li><li>Exceeds CARB (California Air Resource Board and EPA (Environmental Protection Agency) requirements for portable fuel containers.</li><p>5 Gallon FMD Diesel Can.</p></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MWC8610-2T.jpg
MWC6610,Gas Caddy,Midwest Can Product Code MWC6610,$27.74,Midwest,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p><ul><li>6 Gallon</li><li>FMD Gas Can</li><li>This Auto Shut-Off Gas Can holds 6-gallons of gas and oil mixes is perfect for medium to large size gas powered equipment. </li><li>Features handle for easier use and handling. </li><li>Measures:  13 in. x 10 in. x 16.6 in.</li></ul><p><span style=""font-face:Times New Roman;font-size:medium;""></span></p><p><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;"">Midwest Can containers are designed to be environmentally friendly and to meet or exceed the California Air Resources Board (CARB) and EPA requirements for portable fuel containers. ?Our cans are made of durable HDPE and feature vapor barrier technology built into the container walls.</span></span></p><p><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-face:Times New Roman;font-size:medium;""><span style=""font-face:Calibri;font-size:medium;"">All Midwest Can fuel containers include our exclusive FlameShield Safety System. ?This two-piece system provides consumers with a “double layer of protection” from accidental fires that can result when improperly handling and storing gasoline and other flammable liquids.</span></span><span style=""font-face:Times New Roman;font-size:medium;""> </span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MWC6610-2T.jpg
JUS7110100,Gas Caddy,Justrite MFG 1Gal/4L Safety Can Red,$35.38,Justrite,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Justrite MFG JUS7110100 </h1><br/><br/>Red Metal Safety Can, Type 1, One Gallon Capacity, for Gasoline and Other Flammable Liquids</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JUS7110100-2T.jpg?v-cache=1570177117
JUS7120100,Gas Caddy,Justrite MFG 2Gal/7.5L Safety Can Red,$38.18,Justrite,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Justrite MFG JUS7120100 </h1><br/><br/><strong>Features:</strong><ul style=""margin: 0px 0px 5px 10px; padding: 10px 0px 5px 10px""><li>Large ID zone permits user labeling of contents to avoid misuse</li> <li>Stainless steel flame arrester for exceptional corrosion protection - reliably dissipates heat to prevent flashback ignition Long 3-1/2"" (88mm) length arrester allows safe, secure placement of gas nozzle.</li> <li>Gasoline, Gas-Oily Mixture, Kerosine, Diesel</li> <li>Ergonomic counterbalance design for easy pouring with rounded, swinging comfort handle for easy carrying Rugged steel with tough powder paint.</li> <li>Self-closing lid controls vapors and spills</li></ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JUS7120100-2T.jpg?v-cache=1570177117
MWC5810,Gas Caddy,Midwest Can Product Code MWC5810,$41.20,Midwest,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p></p><ul><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">5 Gallon</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">FMD Metal Jerry Can</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Metal ""Jerry"" gas can</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Quick-flow spout</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Auto shut off can with flame mitigation device</span></li><li><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Meets CARB (California Air Resource Board) and EPA (Environmental Protection Agency) requirements for portable fuel containers</span></li><p></p><p></p></ul><span style=""font-face:Times New Roman;font-size:medium;""></span><p style=""margin:0in 0in 8pt;""><span style=""font-face:Calibri;font-size:medium;""><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">This metal 'military-style' jerry can holds 5 gallons of fuel and is durable enough to mount on your off-road vehicle.</span><span>  </span><span style=""font-family:Arial,Helvetica,sans-serif;font-size:small;"">Whether you are filling a lawnmower, ATV or snowblower, Midwest Can's ""Easyflow/Spillproof"" spout provides for safe fuel storage and easy pouring where you wanted and when you want it. Spout closes automatically with an airtight seal.</span></span></p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/MWC5810-2T.jpg
SGT17550,Gas Caddy,SG Tool Aid SGT17550 - 15/30/55 GAL DRUM PUMP,$41.28,SG,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>SG Tool Aid SGT17550 </h1><br/><br/><p></p> <ul> <li>Lift action handle dispenses approximately 1-1/2 pints per complete stroke</li> <li>Use to transfer petroleum based fluids such as lubricants, antifreeze, solvents, thinner and other non-corrosive liquids</li> <li>Teflon® seal</li> <li>Fully adjustable suction tube fits 15, 30 and 55 gallon drums</li> <li>Plated steel construction</li> </ul> <p>Curved discharge spout is removable. Bung adapter fits all standard drums.</p> <p> </p></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/SGT17550-2T.jpg?v-cache=1570177117
KDT815990,Gas Caddy,KD Tools KDT815990,$41.53,KD,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<p><strong>Features and Benefits</strong></p> <ul> <li>Single spout safety cans</li> <li>Recommended for storage, but can be used with funnel for pouring into containers with larger receiver openings</li> <li>High quality terne-plate steel</li> <li>Rugged tubular steel handles</li> <li>Hi-Viz Safety Label</li> <li>ANSI, NFPA 30, OSHA 29CFR 1910.106, OSHA 29CFR 1926.125, UL, and ULC Listed</li> </ul></span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/KDT815990-2T.jpg?v-cache=1570177117
JUS7120200,Gas Caddy,Justrite MFG 2Gal/7.5L Safety Can Yellow,$54.35,Justrite,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Justrite MFG JUS7120200 </h1><br/><br/>Yellow Metal Safety Can, Type 1, Two Gallon Capacity, for Diesel Fuel and Other Flammable Liquids</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JUS7120200-2T.jpg?v-cache=1570177117
JUS7150300,Gas Caddy,Justrite MFG 5Gal/19L Safety Can Blue,$57.19,Justrite,"<div id=""ProductDetail_ProductDetails_div"">
<span id=""product_description"" itemprop=""description"">
<h1>Justrite MFG JUS7150300 </h1><br/><br/>Blue Metal Safety Can, Type 1, Five Gallon Capacity, for Kerosene and Other Flammable Liquids</span>
<div style=""height: 15px;""></div>
<div style=""clear: both;""></div>
</div>",https://cdn3.volusion.com/q6x9k.kju29/v/vspfiles/photos/JUS7150300-2T.jpg?v-cache=1570177117
